segment_text,main_category,subcategory,combined_category,word_count,token_count,start_position,end_position,original_sentence,token_ids,segment_id,pos_tags,lemmas,pos_counts,pos_distribution,dominant_pos,lexical_diversity,function_content_ratio,total_tokens
"Ora mi fissava con sorridente rispetto, a meno che il suo contegno non gli venisse dettato dalla rivoltella che portavo al fianco.",Indigenous,UNLABELLED,Indigenous,22,24,451384,451514,"Ora mi fissava con sorridente rispetto, a meno che il suo contegno non gli venisse dettato dalla rivoltella che portavo al fianco.","['4992-1', '4992-2', '4992-3', '4992-4', '4992-5', '4992-6', '4992-7', '4992-8', '4992-9', '4992-10', '4992-11', '4992-12', '4992-13', '4992-14', '4992-15', '4992-16', '4992-17', '4992-18', '4992-19', '4992-20', '4992-21', '4992-22', '4992-23', '4992-24']",5175,"['ADV', 'PRON', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'ADV', 'SCONJ', 'DET', 'DET', 'NOUN', 'ADV', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['ora', 'mi', 'fissare', 'con', 'sorridente', 'rispetto', ',', 'a', 'meno', 'che', 'il', 'suo', 'contegno', 'non', 'gli', 'venire', 'dettare', 'da', 'il', 'rivoltella', 'che', 'portare', 'a', 'il', 'fianco', '.']","{'ADV': 3, 'PRON': 3, 'VERB': 3, 'ADP': 4, 'ADJ': 1, 'NOUN': 4, 'PUNCT': 2, 'SCONJ': 1, 'DET': 4, 'AUX': 1}","{'ADV': 0.11538461538461539, 'PRON': 0.11538461538461539, 'VERB': 0.11538461538461539, 'ADP': 0.15384615384615385, 'ADJ': 0.038461538461538464, 'NOUN': 0.15384615384615385, 'PUNCT': 0.07692307692307693, 'SCONJ': 0.038461538461538464, 'DET': 0.15384615384615385, 'AUX': 0.038461538461538464}",ADP,0.8461538461538461,1.1818181818181819,26
"Sembrava, dunque, essermi diventato improvvisamente amico, ma non potevo fidarmi di questo mutamento, che mascherava certo un odioso tranello: il giorno dopo, fingendo di recarsi al fiume, avrebbe preso sorridendo la via dell ’ altopiano.",Indigenous,UNLABELLED,Indigenous,34,43,451518,451754,"Sembrava, dunque, essermi diventato improvvisamente amico, ma non potevo fidarmi di questo mutamento, che mascherava certo un odioso tranello: il giorno dopo, fingendo di recarsi al fiume, avrebbe preso sorridendo la via dell’altopiano.","['4993-1', '4993-2', '4993-3', '4993-4', '4993-5', '4993-6', '4993-7', '4993-8', '4993-9', '4993-10', '4993-11', '4993-12', '4993-13', '4993-14', '4993-15', '4993-16', '4993-17', '4993-18', '4993-19', '4993-20', '4993-21', '4993-22', '4993-23', '4993-24', '4993-25', '4993-26', '4993-27', '4993-28', '4993-29', '4993-30', '4993-31', '4993-32', '4993-33', '4993-34', '4993-35', '4993-36', '4993-37', '4993-38', '4993-39', '4993-40', '4993-41', '4993-42', '4993-43']",5176,"['VERB', 'PUNCT', 'ADV', 'PUNCT', 'AUX', 'PRON', 'VERB', 'ADV', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'AUX', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADV', 'PUNCT', 'VERB', 'ADP', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['sembrare', ',', 'dunque', ',', 'essere', 'mi', 'diventare', 'improvvisamente', 'amico', ',', 'ma', 'non', 'potere', 'fidare', 'mi', 'di', 'questo', 'mutamento', ',', 'che', 'mascherare', 'certo', 'uno', 'odioso', 'tranello', ':', 'il', 'giorno', 'dopo', ',', 'fingere', 'di', 'recare', 'si', 'a', 'il', 'fiume', ',', 'avere', 'prendere', 'sorridere', 'il', 'via', 'dell', '’', 'altopiano', '.']","{'VERB': 8, 'PUNCT': 8, 'ADV': 5, 'AUX': 3, 'PRON': 4, 'NOUN': 7, 'CCONJ': 1, 'ADP': 4, 'DET': 6, 'ADJ': 1}","{'VERB': 0.1702127659574468, 'PUNCT': 0.1702127659574468, 'ADV': 0.10638297872340426, 'AUX': 0.06382978723404255, 'PRON': 0.0851063829787234, 'NOUN': 0.14893617021276595, 'CCONJ': 0.02127659574468085, 'ADP': 0.0851063829787234, 'DET': 0.1276595744680851, 'ADJ': 0.02127659574468085}",VERB,0.8085106382978723,0.8571428571428571,47
Non era tipo da perdonarmi.,Indigenous,UNLABELLED,Indigenous,5,6,451755,451782,Non era tipo da perdonarmi.,"['4994-1', '4994-2', '4994-3', '4994-4', '4994-5', '4994-6']",5177,"['ADV', 'AUX', 'NOUN', 'ADP', 'VERB', 'PRON', 'PUNCT']","['non', 'essere', 'tipo', 'da', 'perdonare', 'mi', '.']","{'ADV': 1, 'AUX': 1, 'NOUN': 1, 'ADP': 1, 'VERB': 1, 'PRON': 1, 'PUNCT': 1}","{'ADV': 0.14285714285714285, 'AUX': 0.14285714285714285, 'NOUN': 0.14285714285714285, 'ADP': 0.14285714285714285, 'VERB': 0.14285714285714285, 'PRON': 0.14285714285714285, 'PUNCT': 0.14285714285714285}",ADV,1.0,1.0,7
Quel suo profittare dei miei rimorsi per farsi servire me lo confermava in pieno.,Indigenous,UNLABELLED,Indigenous,14,15,451783,451864,Quel suo profittare dei miei rimorsi per farsi servire me lo confermava in pieno.,"['4995-1', '4995-2', '4995-3', '4995-4', '4995-5', '4995-6', '4995-7', '4995-8', '4995-9', '4995-10', '4995-11', '4995-12', '4995-13', '4995-14', '4995-15']",5178,"['DET', 'DET', 'VERB', 'ADP', 'DET', 'DET', 'NOUN', 'PRON', 'ADP', 'VERB', 'PRON', 'VERB', 'PRON', 'PRON', 'VERB', 'ADP', 'NOUN', 'PUNCT']","['quello', 'suo', 'profittare', 'di', 'il', 'mio', 'rimor', 'si', 'per', 'fare', 'si', 'servire', 'me', 'lo', 'confermare', 'in', 'pieno', '.']","{'DET': 4, 'VERB': 4, 'ADP': 3, 'NOUN': 2, 'PRON': 4, 'PUNCT': 1}","{'DET': 0.2222222222222222, 'VERB': 0.2222222222222222, 'ADP': 0.16666666666666666, 'NOUN': 0.1111111111111111, 'PRON': 0.2222222222222222, 'PUNCT': 0.05555555555555555}",DET,0.9444444444444444,1.8333333333333333,18
"Anzi, lo stesso Elias non si sarebbe meravigliato della scomparsa del vecchio.",Indigenous,UNLABELLED,Indigenous,12,14,452175,452253,"Anzi, lo stesso Elias non si sarebbe meravigliato della scomparsa del vecchio.","['4999-1', '4999-2', '4999-3', '4999-4', '4999-5', '4999-6', '4999-7', '4999-8', '4999-9', '4999-10', '4999-11', '4999-12', '4999-13', '4999-14']",5182,"['ADV', 'PUNCT', 'DET', 'ADJ', 'PROPN', 'ADV', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['anzi', ',', 'il', 'stesso', 'Elias', 'non', 'si', 'essere', 'meravigliare', 'di', 'il', 'scomparsa', 'di', 'il', 'vecchio', '.']","{'ADV': 2, 'PUNCT': 2, 'DET': 3, 'ADJ': 1, 'PROPN': 1, 'PRON': 1, 'AUX': 1, 'VERB': 1, 'ADP': 2, 'NOUN': 2}","{'ADV': 0.125, 'PUNCT': 0.125, 'DET': 0.1875, 'ADJ': 0.0625, 'PROPN': 0.0625, 'PRON': 0.0625, 'AUX': 0.0625, 'VERB': 0.0625, 'ADP': 0.125, 'NOUN': 0.125}",DET,0.8125,1.0,16
"Johannes, capace di rifiutare cinquecento lire, avrebbe esitato davanti a cinquemila.",Indigenous,UNLABELLED,Indigenous,11,14,454026,454111,"Johannes, capace di rifiutare cinquecento lire, avrebbe esitato davanti a cinquemila.","['5022-1', '5022-2', '5022-3', '5022-4', '5022-5', '5022-6', '5022-7', '5022-8', '5022-9', '5022-10', '5022-11', '5022-12', '5022-13', '5022-14']",5205,"['PROPN', 'PUNCT', 'ADJ', 'ADP', 'VERB', 'NUM', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'ADV', 'ADP', 'NUM', 'PUNCT']","['Johannes', ',', 'capace', 'di', 'rifiutare', 'cinquecento', 'lira', ',', 'avere', 'esitare', 'davanti', 'a', 'cinquemila', '.']","{'PROPN': 1, 'PUNCT': 3, 'ADJ': 1, 'ADP': 2, 'VERB': 2, 'NUM': 2, 'NOUN': 1, 'AUX': 1, 'ADV': 1}","{'PROPN': 0.07142857142857142, 'PUNCT': 0.21428571428571427, 'ADJ': 0.07142857142857142, 'ADP': 0.14285714285714285, 'VERB': 0.14285714285714285, 'NUM': 0.14285714285714285, 'NOUN': 0.07142857142857142, 'AUX': 0.07142857142857142, 'ADV': 0.07142857142857142}",PUNCT,0.9285714285714286,0.5,14
"Si sarebbe sentito improvvisamente ricco e mi avrebbe offerta l ’ altra guancia, perdonando.",Description,Indigenous,Description_Indigenous,13,16,454112,454202,"Si sarebbe sentito improvvisamente ricco e mi avrebbe offerta l’altra guancia, perdonando.","['5023-1', '5023-2', '5023-3', '5023-4', '5023-5', '5023-6', '5023-7', '5023-8', '5023-9', '5023-10', '5023-11', '5023-12', '5023-13', '5023-14', '5023-15', '5023-16']",5206,"['PRON', 'AUX', 'VERB', 'ADV', 'ADJ', 'CCONJ', 'PRON', 'AUX', 'VERB', 'DET', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PUNCT']","['si', 'essere', 'sentire', 'improvvisamente', 'ricco', 'e', 'mi', 'avere', 'offrire', 'lo', '’', 'altro', 'guancia', ',', 'perdonare', '.']","{'PRON': 2, 'AUX': 2, 'VERB': 3, 'ADV': 1, 'ADJ': 2, 'CCONJ': 1, 'DET': 1, 'PUNCT': 3, 'NOUN': 1}","{'PRON': 0.125, 'AUX': 0.125, 'VERB': 0.1875, 'ADV': 0.0625, 'ADJ': 0.125, 'CCONJ': 0.0625, 'DET': 0.0625, 'PUNCT': 0.1875, 'NOUN': 0.0625}",VERB,1.0,0.8571428571428571,16
Sembrava soddisfatto.,Indigenous,UNLABELLED,Indigenous,2,3,455532,455553,Sembrava soddisfatto.,"['5036-1', '5036-2', '5036-3']",5219,"['VERB', 'ADJ', 'PUNCT']","['sembrare', 'soddisfatto', '.']","{'VERB': 1, 'ADJ': 1, 'PUNCT': 1}","{'VERB': 0.3333333333333333, 'ADJ': 0.3333333333333333, 'PUNCT': 0.3333333333333333}",VERB,1.0,0.0,3
"Possedeva, sì, un orologio, ma soltanto per vanità, e per farne sentire il ticchettio ai suoi giovani amici.",Indigenous,UNLABELLED,Indigenous,18,23,458532,458640,"Possedeva, sì, un orologio, ma soltanto per vanità, e per farne sentire il ticchettio ai suoi giovani amici.","['5070-1', '5070-2', '5070-3', '5070-4', '5070-5', '5070-6', '5070-7', '5070-8', '5070-9', '5070-10', '5070-11', '5070-12', '5070-13', '5070-14', '5070-15', '5070-16', '5070-17', '5070-18', '5070-19', '5070-20', '5070-21', '5070-22', '5070-23']",5255,"['VERB', 'PUNCT', 'INTJ', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['possedere', ',', 'sì', ',', 'uno', 'orologio', ',', 'ma', 'soltanto', 'per', 'vanità', ',', 'e', 'per', 'fare', 'sentire', 'il', 'ticchettio', 'a', 'il', 'suo', 'giovane', 'amico', '.']","{'VERB': 3, 'PUNCT': 5, 'INTJ': 1, 'DET': 4, 'NOUN': 4, 'CCONJ': 2, 'ADV': 1, 'ADP': 3, 'ADJ': 1}","{'VERB': 0.125, 'PUNCT': 0.20833333333333334, 'INTJ': 0.041666666666666664, 'DET': 0.16666666666666666, 'NOUN': 0.16666666666666666, 'CCONJ': 0.08333333333333333, 'ADV': 0.041666666666666664, 'ADP': 0.125, 'ADJ': 0.041666666666666664}",PUNCT,0.7916666666666666,0.9,24
"E io avevo atteso, pieno di fiducia in quel bimbo, che, già andandosene, meditava di tradirmi.",Indigenous,UNLABELLED,Indigenous,16,21,466940,467034,"E io avevo atteso, pieno di fiducia in quel bimbo, che, già andandosene, meditava di tradirmi.","['5174-1', '5174-2', '5174-3', '5174-4', '5174-5', '5174-6', '5174-7', '5174-8', '5174-9', '5174-10', '5174-11', '5174-12', '5174-13', '5174-14', '5174-15', '5174-16', '5174-17', '5174-18', '5174-19', '5174-20', '5174-21']",5359,"['CCONJ', 'PRON', 'AUX', 'VERB', 'PUNCT', 'ADJ', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'PUNCT', 'ADV', 'VERB', 'PRON', 'PRON', 'PUNCT', 'VERB', 'ADP', 'VERB', 'PUNCT']","['e', 'io', 'avere', 'attendere', ',', 'pieno', 'di', 'fiducia', 'in', 'quello', 'bimbo', ',', 'che', ',', 'già', 'andare', 'se', 'ne', ',', 'meditare', 'di', 'tradire', '.']","{'CCONJ': 1, 'PRON': 4, 'AUX': 1, 'VERB': 4, 'PUNCT': 5, 'ADJ': 1, 'ADP': 3, 'NOUN': 2, 'DET': 1, 'ADV': 1}","{'CCONJ': 0.043478260869565216, 'PRON': 0.17391304347826086, 'AUX': 0.043478260869565216, 'VERB': 0.17391304347826086, 'PUNCT': 0.21739130434782608, 'ADJ': 0.043478260869565216, 'ADP': 0.13043478260869565, 'NOUN': 0.08695652173913043, 'DET': 0.043478260869565216, 'ADV': 0.043478260869565216}",PUNCT,0.8260869565217391,1.25,23
"Non s ’ era dimenticato, Elias, il mio ceffone nella tenda e anche lui voleva la sua parte di vendetta, la peggiore.",Indigenous,UNLABELLED,Indigenous,21,26,467038,467152,"Non s’era dimenticato, Elias, il mio ceffone nella tenda e anche lui voleva la sua parte di vendetta, la peggiore.","['5175-1', '5175-2', '5175-3', '5175-4', '5175-5', '5175-6', '5175-7', '5175-8', '5175-9', '5175-10', '5175-11', '5175-12', '5175-13', '5175-14', '5175-15', '5175-16', '5175-17', '5175-18', '5175-19', '5175-20', '5175-21', '5175-22', '5175-23', '5175-24', '5175-25', '5175-26']",5360,"['ADV', 'PRON', 'PUNCT', 'AUX', 'VERB', 'PUNCT', 'PROPN', 'PUNCT', 'DET', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADV', 'PRON', 'VERB', 'DET', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'PUNCT']","['non', 's', '’', 'essere', 'dimenticare', ',', 'Elias', ',', 'il', 'mio', 'ceffone', 'in', 'il', 'tenda', 'e', 'anche', 'lui', 'volere', 'il', 'suo', 'parte', 'di', 'vendetta', ',', 'il', 'peggiore', '.']","{'ADV': 2, 'PRON': 2, 'PUNCT': 5, 'AUX': 1, 'VERB': 2, 'PROPN': 1, 'DET': 6, 'NOUN': 4, 'ADP': 2, 'CCONJ': 1, 'ADJ': 1}","{'ADV': 0.07407407407407407, 'PRON': 0.07407407407407407, 'PUNCT': 0.18518518518518517, 'AUX': 0.037037037037037035, 'VERB': 0.07407407407407407, 'PROPN': 0.037037037037037035, 'DET': 0.2222222222222222, 'NOUN': 0.14814814814814814, 'ADP': 0.07407407407407407, 'CCONJ': 0.037037037037037035, 'ADJ': 0.037037037037037035}",DET,0.8148148148148148,1.2,27
"Se ha perdonato e la sua amicizia di questi giorni è sincera, farà di tutto per salvarmi.",Indigenous,UNLABELLED,Indigenous,17,19,467191,467280,"Se ha perdonato e la sua amicizia di questi giorni è sincera, farà di tutto per salvarmi.","['5177-1', '5177-2', '5177-3', '5177-4', '5177-5', '5177-6', '5177-7', '5177-8', '5177-9', '5177-10', '5177-11', '5177-12', '5177-13', '5177-14', '5177-15', '5177-16', '5177-17', '5177-18', '5177-19']",5362,"['SCONJ', 'AUX', 'VERB', 'CCONJ', 'DET', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'VERB', 'ADP', 'PRON', 'ADP', 'VERB', 'PRON', 'PUNCT']","['se', 'avere', 'perdonare', 'e', 'il', 'suo', 'amicizia', 'di', 'questo', 'giorno', 'essere', 'sincero', ',', 'fare', 'di', 'tutto', 'per', 'salvare', 'mi', '.']","{'SCONJ': 1, 'AUX': 2, 'VERB': 3, 'CCONJ': 1, 'DET': 3, 'NOUN': 2, 'ADP': 3, 'ADJ': 1, 'PUNCT': 2, 'PRON': 2}","{'SCONJ': 0.05, 'AUX': 0.1, 'VERB': 0.15, 'CCONJ': 0.05, 'DET': 0.15, 'NOUN': 0.1, 'ADP': 0.15, 'ADJ': 0.05, 'PUNCT': 0.1, 'PRON': 0.1}",VERB,0.95,2.0,20
"Ora, sulla riva, non più lungo di cinque palmi, forse meno, c ’ era un coccodrillo.",Description,Landscape,Description_Landscape,15,21,468533,468614,"Ora, sulla riva, non più lungo di cinque palmi, forse meno, c’era un coccodrillo.","['5193-1', '5193-2', '5193-3', '5193-4', '5193-5', '5193-6', '5193-7', '5193-8', '5193-9', '5193-10', '5193-11', '5193-12', '5193-13', '5193-14', '5193-15', '5193-16', '5193-17', '5193-18', '5193-19', '5193-20', '5193-21']",5378,"['ADV', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'ADJ', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'PUNCT', 'NOUN', 'PUNCT', 'AUX', 'DET', 'NOUN', 'PUNCT']","['ora', ',', 'su', 'il', 'riva', ',', 'non', 'più', 'lungo', 'di', 'cinque', 'palmo', ',', 'forse', 'meno', ',', 'c', '’', 'essere', 'uno', 'coccodrillo', '.']","{'ADV': 5, 'PUNCT': 6, 'ADP': 2, 'DET': 2, 'NOUN': 4, 'ADJ': 1, 'NUM': 1, 'AUX': 1}","{'ADV': 0.22727272727272727, 'PUNCT': 0.2727272727272727, 'ADP': 0.09090909090909091, 'DET': 0.09090909090909091, 'NOUN': 0.18181818181818182, 'ADJ': 0.045454545454545456, 'NUM': 0.045454545454545456, 'AUX': 0.045454545454545456}",PUNCT,0.8636363636363636,0.5,22
"Era di un color verdolino putrido, bianchiccio e giallo in alcuni punti, sui fianchi.",Description,Landscape,Description_Landscape,14,17,468726,468811,"Era di un color verdolino putrido, bianchiccio e giallo in alcuni punti, sui fianchi.","['5195-1', '5195-2', '5195-3', '5195-4', '5195-5', '5195-6', '5195-7', '5195-8', '5195-9', '5195-10', '5195-11', '5195-12', '5195-13', '5195-14', '5195-15', '5195-16', '5195-17']",5380,"['AUX', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADJ', 'PUNCT', 'ADJ', 'CCONJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT']","['essere', 'di', 'uno', 'color', 'verdolino', 'putrido', ',', 'bianchiccio', 'e', 'giallo', 'in', 'alcuno', 'punto', ',', 'su', 'il', 'fianco', '.']","{'AUX': 1, 'ADP': 3, 'DET': 3, 'NOUN': 3, 'ADJ': 4, 'PUNCT': 3, 'CCONJ': 1}","{'AUX': 0.05555555555555555, 'ADP': 0.16666666666666666, 'DET': 0.16666666666666666, 'NOUN': 0.16666666666666666, 'ADJ': 0.2222222222222222, 'PUNCT': 0.16666666666666666, 'CCONJ': 0.05555555555555555}",ADJ,0.9444444444444444,1.1428571428571428,18
"Stava sulla riva, immobile, la punta della coda nell ’ acqua, quasi volesse sincerarsi della giusta temperatura.",Description,Landscape,Description_Landscape,16,21,468812,468922,"Stava sulla riva, immobile, la punta della coda nell’acqua, quasi volesse sincerarsi della giusta temperatura.","['5196-1', '5196-2', '5196-3', '5196-4', '5196-5', '5196-6', '5196-7', '5196-8', '5196-9', '5196-10', '5196-11', '5196-12', '5196-13', '5196-14', '5196-15', '5196-16', '5196-17', '5196-18', '5196-19', '5196-20', '5196-21']",5381,"['VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'AUX', 'VERB', 'PRON', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['stare', 'su', 'il', 'riva', ',', 'immobile', ',', 'il', 'punta', 'di', 'il', 'coda', 'nell', '’', 'acqua', ',', 'quasi', 'volere', 'sincerare', 'si', 'di', 'il', 'giusto', 'temperatura', '.']","{'VERB': 2, 'ADP': 4, 'DET': 5, 'NOUN': 5, 'PUNCT': 4, 'ADJ': 2, 'ADV': 1, 'AUX': 1, 'PRON': 1}","{'VERB': 0.08, 'ADP': 0.16, 'DET': 0.2, 'NOUN': 0.2, 'PUNCT': 0.16, 'ADJ': 0.08, 'ADV': 0.04, 'AUX': 0.04, 'PRON': 0.04}",DET,0.76,1.1,25
"Potevo vedere bene i suoi dentini aguzzi, le lunghe mascelle che si chiudevano a tratti col rumore secco e regolare di una serratura ben costruita.",Description,Landscape,Description_Landscape,25,27,471102,471249,"Potevo vedere bene i suoi dentini aguzzi, le lunghe mascelle che si chiudevano a tratti col rumore secco e regolare di una serratura ben costruita.","['5228-1', '5228-2', '5228-3', '5228-4', '5228-5', '5228-6', '5228-7', '5228-8', '5228-9', '5228-10', '5228-11', '5228-12', '5228-13', '5228-14', '5228-15', '5228-16', '5228-17', '5228-18', '5228-19', '5228-20', '5228-21', '5228-22', '5228-23', '5228-24', '5228-25', '5228-26', '5228-27']",5413,"['AUX', 'VERB', 'ADV', 'DET', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PRON', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADV', 'ADJ', 'PUNCT']","['potere', 'vedere', 'bene', 'il', 'suo', 'dentino', 'aguzzo', ',', 'il', 'lungo', 'mascella', 'che', 'si', 'chiudere', 'a', 'tratto', 'col', 'rumore', 'secco', 'e', 'regolare', 'di', 'uno', 'serratura', 'bene', 'costruito', '.']","{'AUX': 1, 'VERB': 2, 'ADV': 2, 'DET': 4, 'NOUN': 5, 'ADJ': 6, 'PUNCT': 2, 'PRON': 2, 'ADP': 2, 'CCONJ': 1}","{'AUX': 0.037037037037037035, 'VERB': 0.07407407407407407, 'ADV': 0.07407407407407407, 'DET': 0.14814814814814814, 'NOUN': 0.18518518518518517, 'ADJ': 0.2222222222222222, 'PUNCT': 0.07407407407407407, 'PRON': 0.07407407407407407, 'ADP': 0.07407407407407407, 'CCONJ': 0.037037037037037035}",ADJ,0.9259259259259259,0.6666666666666666,27
"Stava fermo (e nemmeno il mulo aveva osato muoversi), e i suoi fianchi immondi palpitavano.",Description,Landscape,Description_Landscape,15,19,471250,471341,"Stava fermo (e nemmeno il mulo aveva osato muoversi), e i suoi fianchi immondi palpitavano.","['5229-1', '5229-2', '5229-3', '5229-4', '5229-5', '5229-6', '5229-7', '5229-8', '5229-9', '5229-10', '5229-11', '5229-12', '5229-13', '5229-14', '5229-15', '5229-16', '5229-17', '5229-18', '5229-19']",5414,"['VERB', 'ADJ', 'PUNCT', 'CCONJ', 'ADV', 'DET', 'NOUN', 'AUX', 'VERB', 'VERB', 'PRON', 'PUNCT', 'PUNCT', 'CCONJ', 'DET', 'DET', 'NOUN', 'ADJ', 'VERB', 'PUNCT']","['stare', 'fermo', '(', 'e', 'nemmeno', 'il', 'mulo', 'avere', 'osare', 'muovere', 'si', ')', ',', 'e', 'il', 'suo', 'fianco', 'immondo', 'palpitare', '.']","{'VERB': 4, 'ADJ': 2, 'PUNCT': 4, 'CCONJ': 2, 'ADV': 1, 'DET': 3, 'NOUN': 2, 'AUX': 1, 'PRON': 1}","{'VERB': 0.2, 'ADJ': 0.1, 'PUNCT': 0.2, 'CCONJ': 0.1, 'ADV': 0.05, 'DET': 0.15, 'NOUN': 0.1, 'AUX': 0.05, 'PRON': 0.05}",VERB,0.9,0.7777777777777778,20
"Era giovanissimo, il fiume non gli aveva insegnato ancora nulla, ed ero io il primo uomo che vedeva.",Description,Landscape,Description_Landscape,18,21,471607,471707,"Era giovanissimo, il fiume non gli aveva insegnato ancora nulla, ed ero io il primo uomo che vedeva.","['5233-1', '5233-2', '5233-3', '5233-4', '5233-5', '5233-6', '5233-7', '5233-8', '5233-9', '5233-10', '5233-11', '5233-12', '5233-13', '5233-14', '5233-15', '5233-16', '5233-17', '5233-18', '5233-19', '5233-20', '5233-21']",5418,"['AUX', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'ADV', 'PRON', 'AUX', 'VERB', 'ADV', 'ADV', 'PRON', 'PUNCT', 'CCONJ', 'AUX', 'PRON', 'DET', 'ADJ', 'NOUN', 'PRON', 'VERB', 'PUNCT']","['essere', 'giovane', ',', 'il', 'fiume', 'non', 'gli', 'avere', 'insegnare', 'ancora', 'nu', 'la', ',', 'e', 'essere', 'io', 'il', 'primo', 'uomo', 'che', 'vedere', '.']","{'AUX': 3, 'ADJ': 2, 'PUNCT': 3, 'DET': 2, 'NOUN': 2, 'ADV': 3, 'PRON': 4, 'VERB': 2, 'CCONJ': 1}","{'AUX': 0.13636363636363635, 'ADJ': 0.09090909090909091, 'PUNCT': 0.13636363636363635, 'DET': 0.09090909090909091, 'NOUN': 0.09090909090909091, 'ADV': 0.13636363636363635, 'PRON': 0.18181818181818182, 'VERB': 0.09090909090909091, 'CCONJ': 0.045454545454545456}",PRON,0.8636363636363636,1.1111111111111112,22
"Per un attimo vidi il suo ventre teso nello sforzo, bianchiccio, venato di putridi colori, e le sue zampe rattrappite.",Description,Landscape,Description_Landscape,20,24,472745,472863,"Per un attimo vidi il suo ventre teso nello sforzo, bianchiccio, venato di putridi colori, e le sue zampe rattrappite.","['5247-1', '5247-2', '5247-3', '5247-4', '5247-5', '5247-6', '5247-7', '5247-8', '5247-9', '5247-10', '5247-11', '5247-12', '5247-13', '5247-14', '5247-15', '5247-16', '5247-17', '5247-18', '5247-19', '5247-20', '5247-21', '5247-22', '5247-23', '5247-24']",5432,"['ADP', 'DET', 'NOUN', 'VERB', 'DET', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['per', 'uno', 'attimo', 'vedere', 'il', 'suo', 'ventre', 'teso', 'in', 'il', 'sforzo', ',', 'bianchiccio', ',', 'venare', 'di', 'putrido', 'colore', ',', 'e', 'il', 'suo', 'zampa', 'rattrappito', '.']","{'ADP': 3, 'DET': 6, 'NOUN': 5, 'VERB': 1, 'ADJ': 5, 'PUNCT': 4, 'CCONJ': 1}","{'ADP': 0.12, 'DET': 0.24, 'NOUN': 0.2, 'VERB': 0.04, 'ADJ': 0.2, 'PUNCT': 0.16, 'CCONJ': 0.04}",DET,0.8,0.9090909090909091,25
